Time,Day_Of_Year,TT_16,PYNM_02,TT_11,FT_02,Wind_Velocity,HG_ARRAY_02
9/2/18,245,36.13520679,null,42.20379859,12.59333627,null,1601.642092
9/3/18,246,41.25617502,null,48.72106563,18.82037065,null,3076.162412
9/4/18,247,41.34295326,null,48.32542493,18.83698105,null,2929.570244
9/5/18,248,40.78379868,null,48.19787078,18.85641892,null,2937.369516
9/6/18,249,38.17831921,null,45.43644068,15.84339068,null,2584.634372
9/7/18,250,41.2177762,null,48.62190156,17.29301191,null,2741.96051
9/8/18,251,39.23810369,null,46.09321733,18.82679372,null,3210.885151
9/9/18,252,39.23460722,null,45.91578202,18.80254585,null,2808.858625
9/10/18,253,41.61342086,null,49.22702407,18.8597725,null,3388.103029
9/11/18,254,38.69496069,null,44.92673338,18.81143323,null,2669.374572
9/12/18,255,41.56840278,null,48.60729167,18.81785714,null,2829.594313
9/13/18,256,34.4488,null,41.0188,null,null,null
9/14/18,257,41.92137809,null,49.59575972,18.8456422,null,3208.455072
9/15/18,258,41.50309187,null,49.43639576,18.84441748,null,3303.175934
9/16/18,259,42.55123675,null,50.73551237,18.84747706,null,3353.187095
9/17/18,260,43.60157368,null,50.82278255,18.84370003,null,3402.752144
9/18/18,261,43.19391994,null,49.75849698,18.84791667,null,3331.761589
9/19/18,262,43.79801559,null,49.13979447,18.82524203,null,3269.453478
9/20/18,263,42.50786219,null,49.9680212,18.82724592,null,3201.000335
9/21/18,264,24.1612447,null,28.75344767,0.164536124,null,10.14653063
9/22/18,265,28.87173145,null,34.06996466,1.502691817,null,153.4363983
9/23/18,266,21.97549655,null,25.63547064,0.106514254,null,4.635038927
9/24/18,267,59.02192982,null,71.51973684,18.90460526,null,3887.72564
